session_uid,subject_id,session_number,is_practice,source_file,matlab_variable,sex_recorded,n_stored_trials,n_responses,n_counter_raw,feedback_condition,planned_signaled_code,sigma,stimulus_variance,n_hazard_blocks,hazard_block_lengths,Hset_raw,Hset_corrected,tau_raw,hazard_reciprocal_corrected,Hset_reciprocal_corrected,Hset_schedule_matches,reward_raw,penalty_raw,sessionstart_matlab_datenum,session_ind_file_raw,planned_parameters_raw,cp_matches_source_switch,r_matches_source_run,source_left_x,source_left_y,source_right_x,source_right_y
CP:data5,CP,5,False,data/Glaze_Triangles/data_2AFC/raw_data/data_CP.mat,data5,f,2000,2000,2000,mixed,2,10.0,100.0,2,"(1000, 1000)","[[0.5, 0.95], [0.5, 0.95]]","[[0.5, 0.95], [0.5, 0.95]]",[],False,False,True,2.0,20.0,735427.6465969577,7,"{'tau': array([], dtype=float64), 'signaled': 2, 'sigma': 10, 'Hset': array([[0.5 , 0.95],
       [0.5 , 0.95]]), 'reward': 2, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
CP:data6_practice,CP,6,True,data/Glaze_Triangles/data_2AFC/raw_data/data_CP.mat,data6_practice,f,120,120,120,mixed,2,12.24744871391589,150.0,2,"(60, 60)","[[0.1, 0.95], [0.1, 0.95]]","[[0.1, 0.95], [0.1, 0.95]]",[],False,False,True,2.0,20.0,735440.6513831344,7,"{'tau': array([], dtype=float64), 'signaled': 2, 'sigma': 12.24744871391589, 'Hset': array([[0.1 , 0.95],
       [0.1 , 0.95]]), 'reward': 2, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
CP:data6,CP,6,False,data/Glaze_Triangles/data_2AFC/raw_data/data_CP.mat,data6,f,2000,2000,2000,mixed,2,12.24744871391589,150.0,2,"(1000, 1000)","[[0.1, 0.95], [0.1, 0.95]]","[[0.1, 0.95], [0.1, 0.95]]",[],False,False,True,2.0,20.0,735440.654315433,7,"{'tau': array([], dtype=float64), 'signaled': 2, 'sigma': 12.24744871391589, 'Hset': array([[0.1 , 0.95],
       [0.1 , 0.95]]), 'reward': 2, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
CP1:data1_practice,CP1,1,True,data/Glaze_Triangles/data_2AFC/raw_data/data_CP1.mat,data1_practice,f,120,120,120,mixed,2,7.0710678118654755,50.00000000000001,2,"(60, 60)","[[0.1, 0.95], [0.1, 0.95]]","[[0.1, 0.95], [0.1, 0.95]]",[],False,False,True,1.0,20.0,735441.5885229489,4,"{'sigma': 7.0710678118654755, 'signaled': 2, 'Hset': array([[0.1 , 0.95],
       [0.1 , 0.95]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
CP1:data1,CP1,1,False,data/Glaze_Triangles/data_2AFC/raw_data/data_CP1.mat,data1,f,2000,2000,2000,mixed,2,7.0710678118654755,50.00000000000001,2,"(1000, 1000)","[[0.1, 0.95], [0.1, 0.95]]","[[0.1, 0.95], [0.1, 0.95]]",[],False,False,True,1.0,20.0,735441.5918342544,4,"{'sigma': 7.0710678118654755, 'signaled': 2, 'Hset': array([[0.1 , 0.95],
       [0.1 , 0.95]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
CP1:data2_practice,CP1,2,True,data/Glaze_Triangles/data_2AFC/raw_data/data_CP1.mat,data2_practice,f,120,120,120,signaled,1,7.0710678118654755,50.00000000000001,5,"(24, 24, 24, 24, 24)","[[0.9, 0.1, 0.3, 0.7, 0.5], [0.9, 0.1, 0.3, 0.7, 0.5]]","[[0.9, 0.1, 0.3, 0.7, 0.5], [0.9, 0.1, 0.3, 0.7, 0.5]]",[],False,False,True,1.0,20.0,735454.4595958942,4,"{'sigma': 7.0710678118654755, 'signaled': 1, 'Hset': array([[0.9, 0.1, 0.3, 0.7, 0.5],
       [0.9, 0.1, 0.3, 0.7, 0.5]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
CP1:data2,CP1,2,False,data/Glaze_Triangles/data_2AFC/raw_data/data_CP1.mat,data2,f,2000,2000,2000,signaled,1,7.0710678118654755,50.00000000000001,5,"(400, 400, 400, 400, 400)","[[0.9, 0.1, 0.3, 0.7, 0.5], [0.9, 0.1, 0.3, 0.7, 0.5]]","[[0.9, 0.1, 0.3, 0.7, 0.5], [0.9, 0.1, 0.3, 0.7, 0.5]]",[],False,False,True,1.0,20.0,735454.4620084078,4,"{'sigma': 7.0710678118654755, 'signaled': 1, 'Hset': array([[0.9, 0.1, 0.3, 0.7, 0.5],
       [0.9, 0.1, 0.3, 0.7, 0.5]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
CP1:data3_practice,CP1,3,True,data/Glaze_Triangles/data_2AFC/raw_data/data_CP1.mat,data3_practice,f,120,120,120,unsignaled,0,7.0710678118654755,50.00000000000001,2,"(60, 60)","[[0.7, 0.5], [0.7, 0.5]]","[[0.7, 0.5], [0.7, 0.5]]",[],False,False,True,1.0,20.0,735455.5229110613,4,"{'sigma': 7.0710678118654755, 'signaled': 0, 'Hset': array([[0.7, 0.5],
       [0.7, 0.5]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
CP1:data3,CP1,3,False,data/Glaze_Triangles/data_2AFC/raw_data/data_CP1.mat,data3,f,2000,2000,2000,unsignaled,0,7.0710678118654755,50.00000000000001,2,"(1000, 1000)","[[0.7, 0.5], [0.7, 0.5]]","[[0.7, 0.5], [0.7, 0.5]]",[],False,False,True,1.0,20.0,735455.524611767,4,"{'sigma': 7.0710678118654755, 'signaled': 0, 'Hset': array([[0.7, 0.5],
       [0.7, 0.5]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
DB1:data1_practice,DB1,1,True,data/Glaze_Triangles/data_2AFC/raw_data/data_DB1.mat,data1_practice,m,120,119,119,unsignaled,0,12.24744871391589,150.0,2,"(60, 60)","[[0.05, 0.3], [0.05, 0.3]]","[[0.05, 0.3], [0.05, 0.3]]",[],False,False,True,2.0,20.0,735454.6509016,2,"{'sigma': 12.24744871391589, 'signaled': 0, 'Hset': array([[0.05, 0.3 ],
       [0.05, 0.3 ]]), 'reward': 2, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
DB1:data1,DB1,1,False,data/Glaze_Triangles/data_2AFC/raw_data/data_DB1.mat,data1,m,2000,1999,1999,unsignaled,0,12.24744871391589,150.0,2,"(1000, 1000)","[[0.05, 0.3], [0.05, 0.3]]","[[0.05, 0.3], [0.05, 0.3]]",[],False,False,True,2.0,20.0,735454.6532758271,2,"{'sigma': 12.24744871391589, 'signaled': 0, 'Hset': array([[0.05, 0.3 ],
       [0.05, 0.3 ]]), 'reward': 2, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
DH1:data1_practice,DH1,1,True,data/Glaze_Triangles/data_2AFC/raw_data/data_DH1.mat,data1_practice,f,120,120,120,mixed,2,7.0710678118654755,50.00000000000001,2,"(60, 60)","[[0.7, 0.05], [0.7, 0.05]]","[[0.7, 0.05], [0.7, 0.05]]",[],False,False,True,1.0,20.0,735444.3994848186,3,"{'sigma': 7.0710678118654755, 'signaled': 2, 'Hset': array([[0.7 , 0.05],
       [0.7 , 0.05]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
DH1:data1,DH1,1,False,data/Glaze_Triangles/data_2AFC/raw_data/data_DH1.mat,data1,f,2000,2000,2000,mixed,2,7.0710678118654755,50.00000000000001,2,"(1000, 1000)","[[0.7, 0.05], [0.7, 0.05]]","[[0.7, 0.05], [0.7, 0.05]]",[],False,False,True,1.0,20.0,735444.4087588016,3,"{'sigma': 7.0710678118654755, 'signaled': 2, 'Hset': array([[0.7 , 0.05],
       [0.7 , 0.05]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
DH1:data2_practice,DH1,2,True,data/Glaze_Triangles/data_2AFC/raw_data/data_DH1.mat,data2_practice,f,120,120,120,signaled,1,7.0710678118654755,50.00000000000001,5,"(24, 24, 24, 24, 24)","[[0.7, 0.3, 0.9, 0.1, 0.5], [0.7, 0.3, 0.9, 0.1, 0.5]]","[[0.7, 0.3, 0.9, 0.1, 0.5], [0.7, 0.3, 0.9, 0.1, 0.5]]",[],False,False,True,1.0,20.0,735446.4144627822,3,"{'sigma': 7.0710678118654755, 'signaled': 1, 'Hset': array([[0.7, 0.3, 0.9, 0.1, 0.5],
       [0.7, 0.3, 0.9, 0.1, 0.5]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
DH1:data2,DH1,2,False,data/Glaze_Triangles/data_2AFC/raw_data/data_DH1.mat,data2,f,2000,2000,2000,signaled,1,7.0710678118654755,50.00000000000001,5,"(400, 400, 400, 400, 400)","[[0.7, 0.3, 0.9, 0.1, 0.5], [0.7, 0.3, 0.9, 0.1, 0.5]]","[[0.7, 0.3, 0.9, 0.1, 0.5], [0.7, 0.3, 0.9, 0.1, 0.5]]",[],False,False,True,1.0,20.0,735446.4169756776,3,"{'sigma': 7.0710678118654755, 'signaled': 1, 'Hset': array([[0.7, 0.3, 0.9, 0.1, 0.5],
       [0.7, 0.3, 0.9, 0.1, 0.5]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
DN1:data1_practice,DN1,1,True,data/Glaze_Triangles/data_2AFC/raw_data/data_DN1.mat,data1_practice,f,120,120,120,mixed,2,7.0710678118654755,50.00000000000001,2,"(60, 60)","[[0.9, 0.05], [0.9, 0.05]]","[[0.9, 0.05], [0.9, 0.05]]",[],False,False,True,1.0,20.0,735432.5265515938,7,"{'sigma': 7.0710678118654755, 'signaled': 2, 'Hset': array([[0.9 , 0.05],
       [0.9 , 0.05]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
DN1:data1,DN1,1,False,data/Glaze_Triangles/data_2AFC/raw_data/data_DN1.mat,data1,f,2000,2000,2000,mixed,2,7.0710678118654755,50.00000000000001,2,"(1000, 1000)","[[0.9, 0.05], [0.9, 0.05]]","[[0.9, 0.05], [0.9, 0.05]]",[],False,False,True,1.0,20.0,735432.5294217053,7,"{'sigma': 7.0710678118654755, 'signaled': 2, 'Hset': array([[0.9 , 0.05],
       [0.9 , 0.05]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
DN1:data2_practice,DN1,2,True,data/Glaze_Triangles/data_2AFC/raw_data/data_DN1.mat,data2_practice,f,120,120,120,mixed,2,10.0,100.0,2,"(60, 60)","[[0.7, 0.9], [0.7, 0.9]]","[[0.7, 0.9], [0.7, 0.9]]",[],False,False,True,1.0,20.0,735437.5203955141,7,"{'sigma': 10, 'signaled': 2, 'Hset': array([[0.7, 0.9],
       [0.7, 0.9]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
DN1:data2,DN1,2,False,data/Glaze_Triangles/data_2AFC/raw_data/data_DN1.mat,data2,f,2000,2000,2000,mixed,2,10.0,100.0,2,"(1000, 1000)","[[0.7, 0.9], [0.7, 0.9]]","[[0.7, 0.9], [0.7, 0.9]]",[],False,False,True,1.0,20.0,735437.523560625,7,"{'sigma': 10, 'signaled': 2, 'Hset': array([[0.7, 0.9],
       [0.7, 0.9]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
DN1:data3_practice,DN1,3,True,data/Glaze_Triangles/data_2AFC/raw_data/data_DN1.mat,data3_practice,f,120,120,120,signaled,1,7.0710678118654755,50.00000000000001,5,"(24, 24, 24, 24, 24)","[[0.5, 0.3, 0.9, 0.1, 0.7], [0.5, 0.3, 0.9, 0.1, 0.7]]","[[0.5, 0.3, 0.9, 0.1, 0.7], [0.5, 0.3, 0.9, 0.1, 0.7]]",[],False,False,True,1.0,20.0,735438.3988751122,7,"{'sigma': 7.0710678118654755, 'signaled': 1, 'Hset': array([[0.5, 0.3, 0.9, 0.1, 0.7],
       [0.5, 0.3, 0.9, 0.1, 0.7]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
DN1:data3,DN1,3,False,data/Glaze_Triangles/data_2AFC/raw_data/data_DN1.mat,data3,f,2000,2000,2000,signaled,1,7.0710678118654755,50.00000000000001,5,"(400, 400, 400, 400, 400)","[[0.5, 0.3, 0.9, 0.1, 0.7], [0.5, 0.3, 0.9, 0.1, 0.7]]","[[0.5, 0.3, 0.9, 0.1, 0.7], [0.5, 0.3, 0.9, 0.1, 0.7]]",[],False,False,True,1.0,20.0,735438.4013231636,7,"{'sigma': 7.0710678118654755, 'signaled': 1, 'Hset': array([[0.5, 0.3, 0.9, 0.1, 0.7],
       [0.5, 0.3, 0.9, 0.1, 0.7]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
DN1:data4_practice,DN1,4,True,data/Glaze_Triangles/data_2AFC/raw_data/data_DN1.mat,data4_practice,f,120,120,120,unsignaled,0,10.0,100.0,5,"(24, 24, 24, 24, 24)","[[0.9, 0.7, 0.5, 0.1, 0.3], [0.9, 0.7, 0.5, 0.1, 0.3]]","[[0.9, 0.7, 0.5, 0.1, 0.3], [0.9, 0.7, 0.5, 0.1, 0.3]]",[],False,False,True,1.0,20.0,735439.5221502173,7,"{'sigma': 10, 'signaled': 0, 'Hset': array([[0.9, 0.7, 0.5, 0.1, 0.3],
       [0.9, 0.7, 0.5, 0.1, 0.3]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
DN1:data4,DN1,4,False,data/Glaze_Triangles/data_2AFC/raw_data/data_DN1.mat,data4,f,2000,2000,2000,unsignaled,0,10.0,100.0,5,"(400, 400, 400, 400, 400)","[[0.9, 0.7, 0.5, 0.1, 0.3], [0.9, 0.7, 0.5, 0.1, 0.3]]","[[0.9, 0.7, 0.5, 0.1, 0.3], [0.9, 0.7, 0.5, 0.1, 0.3]]",[],False,False,True,1.0,20.0,735439.5241092069,7,"{'sigma': 10, 'signaled': 0, 'Hset': array([[0.9, 0.7, 0.5, 0.1, 0.3],
       [0.9, 0.7, 0.5, 0.1, 0.3]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
DN1:data5_practice,DN1,5,True,data/Glaze_Triangles/data_2AFC/raw_data/data_DN1.mat,data5_practice,f,120,120,120,unsignaled,0,7.0710678118654755,50.00000000000001,5,"(24, 24, 24, 24, 24)","[[0.9, 0.5, 0.1, 0.7, 0.3], [0.9, 0.5, 0.1, 0.7, 0.3]]","[[0.9, 0.5, 0.1, 0.7, 0.3], [0.9, 0.5, 0.1, 0.7, 0.3]]",[],False,False,True,1.0,20.0,735440.5236004068,7,"{'sigma': 7.0710678118654755, 'signaled': 0, 'Hset': array([[0.9, 0.5, 0.1, 0.7, 0.3],
       [0.9, 0.5, 0.1, 0.7, 0.3]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
DN1:data5,DN1,5,False,data/Glaze_Triangles/data_2AFC/raw_data/data_DN1.mat,data5,f,2000,2000,2000,unsignaled,0,7.0710678118654755,50.00000000000001,5,"(400, 400, 400, 400, 400)","[[0.9, 0.5, 0.1, 0.7, 0.3], [0.9, 0.5, 0.1, 0.7, 0.3]]","[[0.9, 0.5, 0.1, 0.7, 0.3], [0.9, 0.5, 0.1, 0.7, 0.3]]",[],False,False,True,1.0,20.0,735440.5254195522,7,"{'sigma': 7.0710678118654755, 'signaled': 0, 'Hset': array([[0.9, 0.5, 0.1, 0.7, 0.3],
       [0.9, 0.5, 0.1, 0.7, 0.3]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
DN1:data6_practice,DN1,6,True,data/Glaze_Triangles/data_2AFC/raw_data/data_DN1.mat,data6_practice,f,120,120,120,signaled,1,10.0,100.0,5,"(24, 24, 24, 24, 24)","[[0.1, 0.5, 0.7, 0.9, 0.3], [0.1, 0.5, 0.7, 0.9, 0.3]]","[[0.1, 0.5, 0.7, 0.9, 0.3], [0.1, 0.5, 0.7, 0.9, 0.3]]",[],False,False,True,1.0,20.0,735441.4624721118,7,"{'sigma': 10, 'signaled': 1, 'Hset': array([[0.1, 0.5, 0.7, 0.9, 0.3],
       [0.1, 0.5, 0.7, 0.9, 0.3]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
DN1:data6,DN1,6,False,data/Glaze_Triangles/data_2AFC/raw_data/data_DN1.mat,data6,f,2000,2000,2000,signaled,1,10.0,100.0,5,"(400, 400, 400, 400, 400)","[[0.1, 0.5, 0.7, 0.9, 0.3], [0.1, 0.5, 0.7, 0.9, 0.3]]","[[0.1, 0.5, 0.7, 0.9, 0.3], [0.1, 0.5, 0.7, 0.9, 0.3]]",[],False,False,True,1.0,20.0,735441.466219776,7,"{'sigma': 10, 'signaled': 1, 'Hset': array([[0.1, 0.5, 0.7, 0.9, 0.3],
       [0.1, 0.5, 0.7, 0.9, 0.3]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
EGAO:data1_practice,EGAO,1,True,data/Glaze_Triangles/data_2AFC/raw_data/data_EGAO.mat,data1_practice,f,120,120,120,unsignaled,0,10.0,100.0,2,"(60, 60)","[[0.3, 0.05], [0.3, 0.05]]","[[0.3, 0.05], [0.3, 0.05]]",[],False,False,True,1.0,20.0,735430.4025728874,6,"{'sigma': 10, 'signaled': 0, 'Hset': array([[0.3 , 0.05],
       [0.3 , 0.05]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
EGAO:data1,EGAO,1,False,data/Glaze_Triangles/data_2AFC/raw_data/data_EGAO.mat,data1,f,2000,2000,2000,unsignaled,0,10.0,100.0,2,"(1000, 1000)","[[0.3, 0.05], [0.3, 0.05]]","[[0.3, 0.05], [0.3, 0.05]]",[],False,False,True,1.0,20.0,735430.4050419013,6,"{'sigma': 10, 'signaled': 0, 'Hset': array([[0.3 , 0.05],
       [0.3 , 0.05]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
EGAO:data2_practice,EGAO,2,True,data/Glaze_Triangles/data_2AFC/raw_data/data_EGAO.mat,data2_practice,f,120,120,120,unsignaled,0,7.0710678118654755,50.00000000000001,2,"(60, 60)","[[0.9, 0.05], [0.9, 0.05]]","[[0.9, 0.05], [0.9, 0.05]]",[],False,False,True,1.0,20.0,735432.4036274151,6,"{'sigma': 7.0710678118654755, 'signaled': 0, 'Hset': array([[0.9 , 0.05],
       [0.9 , 0.05]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
EGAO:data2,EGAO,2,False,data/Glaze_Triangles/data_2AFC/raw_data/data_EGAO.mat,data2,f,2000,2000,2000,unsignaled,0,7.0710678118654755,50.00000000000001,2,"(1000, 1000)","[[0.9, 0.05], [0.9, 0.05]]","[[0.9, 0.05], [0.9, 0.05]]",[],False,False,True,1.0,20.0,735432.4056547671,6,"{'sigma': 7.0710678118654755, 'signaled': 0, 'Hset': array([[0.9 , 0.05],
       [0.9 , 0.05]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
EGAO:data3_practice,EGAO,3,True,data/Glaze_Triangles/data_2AFC/raw_data/data_EGAO.mat,data3_practice,f,120,120,120,signaled,1,7.0710678118654755,50.00000000000001,5,"(24, 24, 24, 24, 24)","[[0.3, 0.1, 0.9, 0.5, 0.7], [0.3, 0.1, 0.9, 0.5, 0.7]]","[[0.3, 0.1, 0.9, 0.5, 0.7], [0.3, 0.1, 0.9, 0.5, 0.7]]",[],False,False,True,1.0,20.0,735434.6535639114,6,"{'sigma': 7.0710678118654755, 'signaled': 1, 'Hset': array([[0.3, 0.1, 0.9, 0.5, 0.7],
       [0.3, 0.1, 0.9, 0.5, 0.7]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
EGAO:data3,EGAO,3,False,data/Glaze_Triangles/data_2AFC/raw_data/data_EGAO.mat,data3,f,2000,2000,2000,signaled,1,7.0710678118654755,50.00000000000001,5,"(400, 400, 400, 400, 400)","[[0.3, 0.1, 0.9, 0.5, 0.7], [0.3, 0.1, 0.9, 0.5, 0.7]]","[[0.3, 0.1, 0.9, 0.5, 0.7], [0.3, 0.1, 0.9, 0.5, 0.7]]",[],False,False,True,1.0,20.0,735434.6564877484,6,"{'sigma': 7.0710678118654755, 'signaled': 1, 'Hset': array([[0.3, 0.1, 0.9, 0.5, 0.7],
       [0.3, 0.1, 0.9, 0.5, 0.7]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
EGAO:data4_practice,EGAO,4,True,data/Glaze_Triangles/data_2AFC/raw_data/data_EGAO.mat,data4_practice,f,120,120,120,mixed,2,7.0710678118654755,50.00000000000001,2,"(60, 60)","[[0.9, 0.05], [0.9, 0.05]]","[[0.9, 0.05], [0.9, 0.05]]",[],False,False,True,1.0,20.0,735437.6525136451,6,"{'sigma': 7.0710678118654755, 'signaled': 2, 'Hset': array([[0.9 , 0.05],
       [0.9 , 0.05]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
EGAO:data4,EGAO,4,False,data/Glaze_Triangles/data_2AFC/raw_data/data_EGAO.mat,data4,f,2000,2000,2000,mixed,2,7.0710678118654755,50.00000000000001,2,"(1000, 1000)","[[0.9, 0.05], [0.9, 0.05]]","[[0.9, 0.05], [0.9, 0.05]]",[],False,False,True,1.0,20.0,735437.6546145623,6,"{'sigma': 7.0710678118654755, 'signaled': 2, 'Hset': array([[0.9 , 0.05],
       [0.9 , 0.05]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
EGAO:data5_practice,EGAO,5,True,data/Glaze_Triangles/data_2AFC/raw_data/data_EGAO.mat,data5_practice,f,120,120,120,mixed,2,10.0,100.0,2,"(60, 60)","[[0.7, 0.3], [0.7, 0.3]]","[[0.7, 0.3], [0.7, 0.3]]",[],False,False,True,1.0,20.0,735440.587761624,6,"{'sigma': 10, 'signaled': 2, 'Hset': array([[0.7, 0.3],
       [0.7, 0.3]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
EGAO:data5,EGAO,5,False,data/Glaze_Triangles/data_2AFC/raw_data/data_EGAO.mat,data5,f,2000,2000,2000,mixed,2,10.0,100.0,2,"(1000, 1000)","[[0.7, 0.3], [0.7, 0.3]]","[[0.7, 0.3], [0.7, 0.3]]",[],False,False,True,1.0,20.0,735440.5899458742,6,"{'sigma': 10, 'signaled': 2, 'Hset': array([[0.7, 0.3],
       [0.7, 0.3]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
EH1:data1_practice,EH1,1,True,data/Glaze_Triangles/data_2AFC/raw_data/data_EH1.mat,data1_practice,f,120,120,120,signaled,1,10.0,100.0,2,"(60, 60)","[[0.9, 0.1], [0.9, 0.1]]","[[0.9, 0.1], [0.9, 0.1]]",[],False,False,True,,,735423.4678352061,5,"{'sigma': 10, 'signaled': 1, 'Hset': array([[0.9, 0.1],
       [0.9, 0.1]])}",True,True,34.5,28.5,64.5,28.5
EH1:data1,EH1,1,False,data/Glaze_Triangles/data_2AFC/raw_data/data_EH1.mat,data1,f,2000,2000,2000,signaled,1,10.0,100.0,2,"(1000, 1000)","[[0.9, 0.1], [0.9, 0.1]]","[[0.9, 0.1], [0.9, 0.1]]",[],False,False,True,,,735423.472659427,5,"{'sigma': 10, 'signaled': 1, 'Hset': array([[0.9, 0.1],
       [0.9, 0.1]])}",True,True,34.5,28.5,64.5,28.5
EH1:data2_practice,EH1,2,True,data/Glaze_Triangles/data_2AFC/raw_data/data_EH1.mat,data2_practice,f,120,120,120,mixed,2,10.0,100.0,2,"(60, 60)","[[0.7, 0.95], [0.7, 0.95]]","[[0.7, 0.95], [0.7, 0.95]]",[],False,False,True,2.0,20.0,735426.4615271033,5,"{'sigma': 10, 'signaled': 2, 'Hset': array([[0.7 , 0.95],
       [0.7 , 0.95]])}",True,True,34.5,28.5,64.5,28.5
EH1:data2,EH1,2,False,data/Glaze_Triangles/data_2AFC/raw_data/data_EH1.mat,data2,f,2000,2000,2000,mixed,2,10.0,100.0,2,"(1000, 1000)","[[0.7, 0.95], [0.7, 0.95]]","[[0.7, 0.95], [0.7, 0.95]]",[],False,False,True,2.0,20.0,735426.4643811997,5,"{'sigma': 10, 'signaled': 2, 'Hset': array([[0.7 , 0.95],
       [0.7 , 0.95]])}",True,True,34.5,28.5,64.5,28.5
EH1:data3_practice,EH1,3,True,data/Glaze_Triangles/data_2AFC/raw_data/data_EH1.mat,data3_practice,f,120,120,120,signaled,1,12.24744871391589,150.0,2,"(60, 60)","[[0.95, 0.7], [0.95, 0.7]]","[[0.95, 0.7], [0.95, 0.7]]",[],False,False,True,2.0,20.0,735427.4594037269,5,"{'sigma': 12.24744871391589, 'signaled': 1, 'Hset': array([[0.95, 0.7 ],
       [0.95, 0.7 ]])}",True,True,34.5,28.5,64.5,28.5
EH1:data3,EH1,3,False,data/Glaze_Triangles/data_2AFC/raw_data/data_EH1.mat,data3,f,2000,2000,2000,signaled,1,12.24744871391589,150.0,2,"(1000, 1000)","[[0.95, 0.7], [0.95, 0.7]]","[[0.95, 0.7], [0.95, 0.7]]",[],False,False,True,2.0,20.0,735427.4622769104,5,"{'sigma': 12.24744871391589, 'signaled': 1, 'Hset': array([[0.95, 0.7 ],
       [0.95, 0.7 ]])}",True,True,34.5,28.5,64.5,28.5
EH1:data4_practice,EH1,4,True,data/Glaze_Triangles/data_2AFC/raw_data/data_EH1.mat,data4_practice,f,120,120,120,unsignaled,0,10.0,100.0,5,"(24, 24, 24, 24, 24)","[[0.3, 0.9, 0.5, 0.1, 0.7], [0.3, 0.9, 0.5, 0.1, 0.7]]","[[0.3, 0.9, 0.5, 0.1, 0.7], [0.3, 0.9, 0.5, 0.1, 0.7]]",[],False,False,True,2.0,20.0,735430.5225464094,5,"{'sigma': 10, 'signaled': 0, 'Hset': array([[0.3, 0.9, 0.5, 0.1, 0.7],
       [0.3, 0.9, 0.5, 0.1, 0.7]])}",True,True,34.5,28.5,64.5,28.5
EH1:data4,EH1,4,False,data/Glaze_Triangles/data_2AFC/raw_data/data_EH1.mat,data4,f,2000,2000,2000,unsignaled,0,10.0,100.0,5,"(400, 400, 400, 400, 400)","[[0.3, 0.9, 0.5, 0.1, 0.7], [0.3, 0.9, 0.5, 0.1, 0.7]]","[[0.3, 0.9, 0.5, 0.1, 0.7], [0.3, 0.9, 0.5, 0.1, 0.7]]",[],False,False,True,2.0,20.0,735430.5249848259,5,"{'sigma': 10, 'signaled': 0, 'Hset': array([[0.3, 0.9, 0.5, 0.1, 0.7],
       [0.3, 0.9, 0.5, 0.1, 0.7]])}",True,True,34.5,28.5,64.5,28.5
GC1:data1_practice,GC1,1,True,data/Glaze_Triangles/data_2AFC/raw_data/data_GC1.mat,data1_practice,f,120,120,120,mixed,2,12.24744871391589,150.0,2,"(60, 60)","[[0.95, 0.9], [0.95, 0.9]]","[[0.95, 0.9], [0.95, 0.9]]",[],False,False,True,,,735418.588884067,7,"{'sigma': 12.24744871391589, 'signaled': 2, 'Hset': array([[0.95, 0.9 ],
       [0.95, 0.9 ]])}",True,True,34.5,28.5,64.5,28.5
GC1:data1,GC1,1,False,data/Glaze_Triangles/data_2AFC/raw_data/data_GC1.mat,data1,f,2000,2000,2000,mixed,2,12.24744871391589,150.0,2,"(1000, 1000)","[[0.95, 0.9], [0.95, 0.9]]","[[0.95, 0.9], [0.95, 0.9]]",[],False,False,True,,,735418.5924582706,7,"{'sigma': 12.24744871391589, 'signaled': 2, 'Hset': array([[0.95, 0.9 ],
       [0.95, 0.9 ]])}",True,True,34.5,28.5,64.5,28.5
